Subject,Type,x.1.1,y.1.1,x.1.4,y.1.4,x.1.5,y.1.5,x.1.3,y.1.3,x.1.2,y.1.2
4,Fall,0.029007303,0.012020869,0.399606835,0.459568027,0.280264704,0.373185759,5.042737723,0.867295783,1.533333333,1.466666667
4,Fall,0.015925203,0.004218362,0.547682556,0.627759521,0.468803728,0.5785379,1.520760452,0.10676978,2.1,3.916666667
4,Fall,0.019574662,0.003739298,0.497976802,0.639454512,0.392601763,0.591334239,2.30079499,0.083886524,1.416666667,4.716666667
49,Fall,0.091245829,0.106746895,0.461704748,0.258559149,0.28523579,0.093001689,49.96502214,68.3751291,1.716666667,1.2
49,Fall,0.11384519,0.092217283,0.448819733,0.309129838,0.267631677,0.130978076,77.78442489,51.03997691,1.766666667,1.3
49,Fall,0.105952732,0.033115254,0.370186464,0.37876746,0.190277616,0.249391107,67.38489268,6.582096421,1.566666667,1.4
51,Fall,0.053545372,0.006005735,0.314163401,0.60038826,0.125879085,0.534694186,17.20752261,0.216329521,1.483333333,3.65
51,Fall,0.040815926,0.023082184,0.391873385,0.276476901,0.212853918,0.17698498,9.99820769,3.197895385,1.466666667,0.833333333
51,Fall,0.045656604,0.013167666,0.382579471,0.455761921,0.190537908,0.346720904,12.50777939,1.040380696,1.616666667,1.5
52,Fall,0.024037462,0.004219543,0.36052952,0.656683684,0.234836907,0.606834708,3.46631838,0.106820622,1.633333333,5.416666667
52,Fall,0.012865335,0.004548168,0.484057626,0.654680072,0.409973366,0.610097745,0.993303333,0.124118054,1.4,5.866666667
52,Fall,0.01264249,0.003623028,0.497179944,0.661386609,0.414885553,0.623500782,0.959245965,0.078775484,1.683333333,6.616666667
56,Fall,0.115124863,0.096218144,0.139780289,0.111598786,0.073380449,0.018658267,79.58232073,55.55322499,0.783333333,0.95
56,Fall,0.047677656,0.007945779,0.262516299,0.601729691,0.173204422,0.524529555,13.64406831,0.378917162,0.9,3.083333333
56,Fall,0.031952585,0.007211841,0.348072279,0.581808874,0.270869998,0.511224464,6.020675866,0.312602589,0.566666667,2.033333333
64,Fall,0.109996712,0.005513332,0.154024533,0.648290087,0.09335679,0.596811895,72.60921859,0.182372236,1.233333333,4.6
64,Fall,0.031811431,0.005525806,0.496533491,0.630440514,0.371218644,0.575686252,6.071756112,0.183272353,2.2,4.516666667
64,Fall,0.019859886,0.007748316,0.538882289,0.562787334,0.413894093,0.503044224,2.367084732,0.36055604,1.95,1.866666667
72,Fall,0.069879186,0.004848512,0.337087146,0.647207851,0.191999406,0.595153415,29.30575463,0.141084281,1.133333333,5.2
72,Fall,0.041798117,0.042743494,0.503952598,0.281056583,0.373983317,0.165915817,10.48563179,10.96234404,1.666666667,1.583333333
72,Fall,0.041021242,0.011323293,0.466887134,0.591612999,0.285284405,0.514958469,10.10362723,0.769516826,1.766666667,3.216666667
75,Fall,0.071752625,0.007253324,0.374603934,0.584324476,0.264279739,0.519402033,30.90432971,0.315746324,1.45,2.416666667
75,Fall,0.062349284,0.023133199,0.387404014,0.312616723,0.24731751,0.199967358,23.32830558,3.211708688,1.583333333,1.6
75,Fall,0.05896003,0.071379053,0.416047671,0.25128904,0.258593814,0.06136119,20.84565083,30.58102801,1.4,1.15
78,Fall,0.087184519,0.096882303,0.287920721,0.117568706,0.137182607,0.018934786,45.63707827,56.3200047,1.133333333,0.9
78,Fall,0.116087598,0.049166509,0.355825038,0.178909506,0.177283178,0.082794844,80.86066217,14.50796161,1.216666667,0.9
78,Fall,0.235514023,0.065372908,0.300279909,0.14839005,0.125329301,0.040721319,333.0213455,25.64354166,1.166666667,1.016666667
79,Fall,0.016011722,0.062138775,0.594629763,0.071975568,0.526447665,0.032488282,1.538118688,23.17417799,2.7,0.8
79,Fall,0.009172008,0.007745985,0.638507797,0.592605907,0.589685336,0.532489971,0.504906608,0.359453864,4.533333333,2.583333333
79,Fall,0.010948434,0.005574101,0.619388034,0.631955187,0.559161711,0.576757144,0.719137846,0.186404957,3.966666667,4.483333333
81,Fall,0.287136919,0.056154757,0.245810068,0.121707064,0.088726669,0.036769185,494.2616348,18.92344475,1.05,1.066666667
81,Fall,0.149976829,0.231053735,0.218463469,0.166671116,0.077785135,0.028816959,134.9302023,320.3398658,0.95,0.916666667
81,Fall,0.13063732,0.049138971,0.299177082,0.113194973,0.130581123,0.042437744,102.4680515,14.49252141,1.133333333,1.033333333
82,Fall,0.215826962,0.098887197,0.165738251,0.040385651,0.040625068,0.007434543,278.4866106,58.68746335,0.8,0.916666667
82,Fall,0.024378358,0.004178659,0.333705622,0.653812355,0.231943697,0.61072408,3.565890191,0.104795976,1.216666667,6.4
82,Fall,0.11693599,0.015050322,0.124913808,0.420040462,0.021700256,0.354136279,82.10626805,1.359098135,0.733333333,1.366666667
85,Fall,0.19499408,0.051451648,0.343112462,0.271048223,0.194147192,0.123543992,227.7695856,15.88870272,1.366666667,1.183333333
85,Fall,0.234297904,0.181727087,0.322408595,0.109148727,0.177758537,0.030486097,329.5524298,198.0196865,1.25,1.166666667
85,Fall,0.162747079,0.071305777,0.379368903,0.21444562,0.2057808,0.097904439,158.9437501,30.53128729,1.316666667,0.916666667
86,Fall,0.016480462,0.007603914,0.469252265,0.524642739,0.321953594,0.460001296,1.630288641,0.346979715,1.9,1.666666667
86,Fall,0.027052731,0.008439303,0.394444445,0.479609555,0.218659819,0.422699202,4.394019172,0.427453485,1.7,1.85
86,Fall,0.017239791,0.034318798,0.429654456,0.049854018,0.30336046,0.031630819,1.784219635,7.039243337,1.5,0.65
92,Fall,0.130205805,0.085622427,0.300163142,0.143011879,0.193533661,0.068954059,101.7379801,44.00175325,0.883333333,1.083333333
92,Fall,0.060086858,0.055889312,0.581135786,0.404184667,0.47372481,0.285165711,21.66999371,18.75326975,2.483333333,1.366666667
92,Fall,0.067932848,0.040715224,0.509399722,0.236601245,0.377410749,0.165690021,27.69635344,9.96041433,2.116666667,0.85
95,Fall,0.039536343,0.005080195,0.292963872,0.626923876,0.187314249,0.583558477,9.37353764,0.154892971,1.3,5
95,Fall,0.081905355,0.004235296,0.13804357,0.662525009,0.037084166,0.618325168,40.27009337,0.107650883,0.866666667,5.916666667
95,Fall,0.029279217,0.004886417,0.314415046,0.624171814,0.195276979,0.587240663,5.144309365,0.143289659,1.116666667,5.85
100,Fall,0.043189759,0.005401545,0.294798884,0.642804257,0.186647698,0.589050779,11.19888425,0.175116608,1.316666667,4.883333333
100,Fall,0.011971364,0.005748476,0.588284127,0.621467092,0.539038897,0.569868079,0.859988263,0.198267746,2.416666667,3.7
